open,high,low,close,date
421.105,421.27,421.025,421.225,2021-06-17 12:13:00
421.225,421.255,421.125,421.17,2021-06-17 12:14:00
421.17,421.17,420.835,420.865,2021-06-17 12:15:00
420.865,420.905,420.715,420.715,2021-06-17 12:16:00
420.715,420.735,420.545,420.565,2021-06-17 12:17:00
420.565,420.565,420.31,420.335,2021-06-17 12:18:00
420.335,420.345,420.185,420.225,2021-06-17 12:19:00
420.225,420.235,419.865,419.875,2021-06-17 12:20:00
419.875,420.075,419.72,420.025,2021-06-17 12:21:00
420.025,420.075,419.945,420.06,2021-06-17 12:22:00
420.06,420.075,419.755,419.755,2021-06-17 12:23:00
419.755,419.755,419.405,419.515,2021-06-17 12:24:00
419.515,419.945,419.505,419.765,2021-06-17 12:25:00
419.765,419.775,419.485,419.545,2021-06-17 12:26:00
419.545,419.745,419.535,419.665,2021-06-17 12:27:00
419.665,419.725,419.495,419.695,2021-06-17 12:28:00
419.695,419.835,419.655,419.665,2021-06-17 12:29:00
419.665,419.665,419.325,419.42,2021-06-17 12:30:00
419.42,419.765,419.395,419.725,2021-06-17 12:31:00
419.725,419.845,419.555,419.575,2021-06-17 12:32:00
419.575,419.715,419.515,419.675,2021-06-17 12:33:00
419.675,420.095,419.655,420.075,2021-06-17 12:34:00
420.075,420.175,419.995,420.135,2021-06-17 12:35:00
420.135,420.375,420.08,420.355,2021-06-17 12:36:00
420.355,420.435,420.265,420.425,2021-06-17 12:37:00
420.425,420.455,420.265,420.275,2021-06-17 12:38:00
420.275,420.435,420.245,420.435,2021-06-17 12:39:00
420.435,420.475,420.375,420.445,2021-06-17 12:40:00
420.445,420.675,420.445,420.645,2021-06-17 12:41:00
420.645,420.655,420.525,420.575,2021-06-17 12:42:00
420.575,420.655,420.535,420.595,2021-06-17 12:43:00
420.595,420.605,420.455,420.515,2021-06-17 12:44:00
420.515,420.635,420.475,420.495,2021-06-17 12:45:00
420.495,420.625,420.495,420.525,2021-06-17 12:46:00
420.525,420.605,420.475,420.545,2021-06-17 12:47:00
420.545,420.585,420.385,420.475,2021-06-17 12:48:00
420.475,420.545,420.395,420.525,2021-06-17 12:49:00
420.525,420.535,420.375,420.375,2021-06-17 12:50:00
420.375,420.495,420.375,420.495,2021-06-17 12:51:00
420.495,420.905,420.49,420.79,2021-06-17 12:52:00
420.79,420.975,420.765,420.855,2021-06-17 12:53:00
420.855,420.965,420.825,420.865,2021-06-17 12:54:00
420.865,421.025,420.705,421.005,2021-06-17 12:55:00
421.005,421.085,420.945,421.08,2021-06-17 12:56:00
421.08,421.085,420.945,420.985,2021-06-17 12:57:00
420.985,421.065,420.935,420.975,2021-06-17 12:58:00
420.975,421.115,420.945,421.115,2021-06-17 12:59:00
421.115,421.345,421.075,421.315,2021-06-17 13:00:00
421.315,421.435,421.265,421.375,2021-06-17 13:01:00
421.375,421.545,421.355,421.525,2021-06-17 13:02:00
421.525,421.645,421.515,421.63,2021-06-17 13:03:00
421.63,421.63,421.445,421.515,2021-06-17 13:04:00
421.515,421.645,421.515,421.525,2021-06-17 13:05:00
421.525,421.825,421.515,421.815,2021-06-17 13:06:00
421.815,422.005,421.775,421.965,2021-06-17 13:07:00
421.965,422.025,421.885,422.005,2021-06-17 13:08:00
422.005,422.075,421.945,422.015,2021-06-17 13:09:00
422.015,422.025,421.885,421.915,2021-06-17 13:10:00
421.915,422.035,421.905,421.925,2021-06-17 13:11:00
421.925,421.955,421.795,421.835,2021-06-17 13:12:00
421.835,421.95,421.725,421.74,2021-06-17 13:13:00
421.74,421.915,421.685,421.865,2021-06-17 13:14:00
421.865,421.995,421.755,421.77,2021-06-17 13:15:00
421.77,421.935,421.735,421.935,2021-06-17 13:16:00
421.935,422.025,421.825,422.005,2021-06-17 13:17:00
422.005,422.005,421.895,421.925,2021-06-17 13:18:00
421.925,421.935,421.795,421.815,2021-06-17 13:19:00
421.815,421.935,421.815,421.875,2021-06-17 13:20:00
421.875,422.015,421.855,421.965,2021-06-17 13:21:00
421.965,422.025,421.905,421.935,2021-06-17 13:22:00
421.935,421.965,421.795,421.955,2021-06-17 13:23:00
421.955,422.055,421.875,421.945,2021-06-17 13:24:00
421.945,422.015,421.825,421.84,2021-06-17 13:25:00
421.84,422.215,421.835,422.175,2021-06-17 13:26:00
422.175,422.195,421.975,422.005,2021-06-17 13:27:00
422.005,422.115,421.975,422.11,2021-06-17 13:28:00
422.11,422.255,422.11,422.245,2021-06-17 13:29:00
422.245,422.275,422.165,422.195,2021-06-17 13:30:00
422.195,422.235,422.135,422.165,2021-06-17 13:31:00
422.165,422.275,422.085,422.26,2021-06-17 13:32:00
422.26,422.375,422.245,422.355,2021-06-17 13:33:00
422.355,422.415,422.285,422.375,2021-06-17 13:34:00
422.375,422.395,422.265,422.365,2021-06-17 13:35:00
422.365,422.415,422.285,422.315,2021-06-17 13:36:00
422.315,422.405,422.285,422.31,2021-06-17 13:37:00
422.31,422.415,422.31,422.385,2021-06-17 13:38:00
422.385,422.395,422.305,422.385,2021-06-17 13:39:00
422.385,422.415,422.325,422.375,2021-06-17 13:40:00
422.375,422.415,422.305,422.415,2021-06-17 13:41:00
422.415,422.505,422.395,422.495,2021-06-17 13:42:00
422.495,422.535,422.475,422.535,2021-06-17 13:43:00
422.535,422.575,422.475,422.535,2021-06-17 13:44:00
422.535,422.585,422.445,422.505,2021-06-17 13:45:00
422.505,422.535,422.405,422.445,2021-06-17 13:46:00
422.445,422.555,422.405,422.525,2021-06-17 13:47:00
422.525,422.615,422.465,422.475,2021-06-17 13:48:00
422.475,422.535,422.465,422.525,2021-06-17 13:49:00
422.525,422.585,422.495,422.505,2021-06-17 13:50:00
422.505,422.515,422.385,422.405,2021-06-17 13:51:00
422.405,422.415,422.305,422.365,2021-06-17 13:52:00
422.365,422.405,422.295,422.305,2021-06-17 13:53:00
422.305,422.375,422.165,422.165,2021-06-17 13:54:00
422.165,422.215,421.975,421.975,2021-06-17 13:55:00
421.975,422.055,421.965,421.985,2021-06-17 13:56:00
421.985,422.165,421.935,422.105,2021-06-17 13:57:00
422.105,422.205,422.105,422.135,2021-06-17 13:58:00
422.135,422.275,422.135,422.185,2021-06-17 13:59:00
422.185,422.335,422.18,422.3,2021-06-17 14:00:00
422.3,422.315,422.125,422.145,2021-06-17 14:01:00
422.145,422.145,421.935,421.99,2021-06-17 14:02:00
421.99,422.225,421.945,422.195,2021-06-17 14:03:00
422.195,422.245,422.155,422.185,2021-06-17 14:04:00
422.185,422.295,422.095,422.12,2021-06-17 14:05:00
422.12,422.195,422.055,422.115,2021-06-17 14:06:00
422.115,422.155,422.005,422.015,2021-06-17 14:07:00
422.015,422.025,421.915,422.005,2021-06-17 14:08:00
422.005,422.035,421.855,421.885,2021-06-17 14:09:00
421.885,422.165,421.875,422.145,2021-06-17 14:10:00
422.145,422.175,422.015,422.075,2021-06-17 14:11:00
422.075,422.155,422.025,422.135,2021-06-17 14:12:00
422.135,422.255,422.125,422.185,2021-06-17 14:13:00
422.185,422.215,422.105,422.175,2021-06-17 14:14:00
422.175,422.27,422.155,422.265,2021-06-17 14:15:00
422.265,422.285,422.115,422.145,2021-06-17 14:16:00
422.145,422.245,422.145,422.185,2021-06-17 14:17:00
422.185,422.265,422.105,422.115,2021-06-17 14:18:00
422.115,422.185,422.085,422.175,2021-06-17 14:19:00
422.175,422.205,421.975,422.065,2021-06-17 14:20:00
422.065,422.14,422.055,422.09,2021-06-17 14:21:00
422.09,422.175,422.065,422.095,2021-06-17 14:22:00
422.095,422.165,422.015,422.035,2021-06-17 14:23:00
422.035,422.165,422.035,422.115,2021-06-17 14:24:00
422.115,422.185,422.055,422.095,2021-06-17 14:25:00
422.095,422.165,422.055,422.125,2021-06-17 14:26:00
422.125,422.175,422.045,422.145,2021-06-17 14:27:00
422.145,422.295,422.135,422.275,2021-06-17 14:28:00
422.275,422.365,422.205,422.23,2021-06-17 14:29:00
422.23,422.275,422.095,422.135,2021-06-17 14:30:00
422.135,422.185,421.975,422.025,2021-06-17 14:31:00
422.025,422.065,421.825,421.845,2021-06-17 14:32:00
421.845,422.025,421.845,421.895,2021-06-17 14:33:00
421.895,422.035,421.895,421.965,2021-06-17 14:34:00
421.965,422.055,421.935,421.985,2021-06-17 14:35:00
421.985,422.025,421.815,421.855,2021-06-17 14:36:00
421.855,421.935,421.815,421.855,2021-06-17 14:37:00
421.855,421.925,421.815,421.845,2021-06-17 14:38:00
421.845,421.92,421.815,421.845,2021-06-17 14:39:00
421.845,421.955,421.825,421.885,2021-06-17 14:40:00
421.885,421.935,421.795,421.815,2021-06-17 14:41:00
421.815,422.025,421.805,421.995,2021-06-17 14:42:00
421.995,422.085,421.91,421.975,2021-06-17 14:43:00
421.975,422.085,421.955,422.025,2021-06-17 14:44:00
422.025,422.115,421.925,422.065,2021-06-17 14:45:00
422.065,422.095,422.005,422.015,2021-06-17 14:46:00
422.015,422.075,421.985,421.985,2021-06-17 14:47:00
421.985,421.995,421.785,421.875,2021-06-17 14:48:00
421.875,421.915,421.735,421.825,2021-06-17 14:49:00
421.825,421.835,421.675,421.72,2021-06-17 14:50:00
421.72,421.785,421.72,421.77,2021-06-17 14:51:00
421.77,421.875,421.715,421.775,2021-06-17 14:52:00
421.775,421.775,421.635,421.73,2021-06-17 14:53:00
421.73,421.815,421.715,421.795,2021-06-17 14:54:00
421.795,421.835,421.725,421.815,2021-06-17 14:55:00
421.815,422.035,421.785,422.005,2021-06-17 14:56:00
422.005,422.05,421.935,421.985,2021-06-17 14:57:00
421.985,422.015,421.955,422.005,2021-06-17 14:58:00
422.005,422.035,421.775,421.81,2021-06-17 14:59:00
421.81,421.945,421.805,421.835,2021-06-17 15:00:00
421.835,421.855,421.645,421.645,2021-06-17 15:01:00
421.645,421.725,421.585,421.695,2021-06-17 15:02:00
421.695,422.015,421.68,421.995,2021-06-17 15:03:00
421.995,422.275,421.955,422.225,2021-06-17 15:04:00
422.225,422.265,422.155,422.195,2021-06-17 15:05:00
422.195,422.195,422.025,422.155,2021-06-17 15:06:00
422.155,422.195,422.055,422.195,2021-06-17 15:07:00
422.195,422.215,422.095,422.175,2021-06-17 15:08:00
422.175,422.245,422.125,422.215,2021-06-17 15:09:00
422.215,422.245,422.145,422.195,2021-06-17 15:10:00
422.195,422.445,422.165,422.445,2021-06-17 15:11:00
422.445,422.515,422.385,422.505,2021-06-17 15:12:00
422.505,422.68,422.495,422.625,2021-06-17 15:13:00
422.625,422.735,422.595,422.715,2021-06-17 15:14:00
422.715,422.715,422.565,422.64,2021-06-17 15:15:00
422.64,422.655,422.545,422.62,2021-06-17 15:16:00
422.62,422.665,422.525,422.535,2021-06-17 15:17:00
422.535,422.595,422.525,422.565,2021-06-17 15:18:00
422.565,422.645,422.525,422.64,2021-06-17 15:19:00
422.64,422.705,422.625,422.645,2021-06-17 15:20:00
422.645,422.645,422.465,422.475,2021-06-17 15:21:00
422.475,422.515,422.435,422.435,2021-06-17 15:22:00
422.435,422.485,422.395,422.475,2021-06-17 15:23:00
422.475,422.515,422.415,422.425,2021-06-17 15:24:00
422.425,422.615,422.425,422.605,2021-06-17 15:25:00
422.605,422.645,422.505,422.535,2021-06-17 15:26:00
422.535,422.605,422.505,422.525,2021-06-17 15:27:00
422.525,422.595,422.485,422.555,2021-06-17 15:28:00
422.555,422.595,422.515,422.585,2021-06-17 15:29:00
422.585,422.72,422.565,422.665,2021-06-17 15:30:00
422.665,422.695,422.595,422.625,2021-06-17 15:31:00
422.625,422.705,422.435,422.495,2021-06-17 15:32:00
422.495,422.765,422.495,422.665,2021-06-17 15:33:00
422.665,422.715,422.565,422.575,2021-06-17 15:34:00
422.575,422.585,422.505,422.515,2021-06-17 15:35:00
422.515,422.515,422.385,422.445,2021-06-17 15:36:00
422.445,422.72,422.445,422.705,2021-06-17 15:37:00
422.705,422.785,422.675,422.755,2021-06-17 15:38:00
422.755,422.865,422.715,422.825,2021-06-17 15:39:00
422.825,422.875,422.755,422.855,2021-06-17 15:40:00
422.855,422.915,422.835,422.885,2021-06-17 15:41:00
422.885,422.975,422.74,422.795,2021-06-17 15:42:00
422.795,422.865,422.685,422.815,2021-06-17 15:43:00
422.815,422.835,422.665,422.705,2021-06-17 15:44:00
422.705,422.705,422.475,422.615,2021-06-17 15:45:00
422.615,422.745,422.565,422.71,2021-06-17 15:46:00
422.71,422.905,422.665,422.905,2021-06-17 15:47:00
422.905,422.995,422.835,422.995,2021-06-17 15:48:00
422.995,422.995,422.745,422.745,2021-06-17 15:49:00
422.745,422.995,422.685,422.755,2021-06-17 15:50:00
422.755,422.835,422.585,422.585,2021-06-17 15:51:00
422.585,422.68,422.525,422.535,2021-06-17 15:52:00
422.535,422.545,422.285,422.355,2021-06-17 15:53:00
422.355,422.575,422.295,422.365,2021-06-17 15:54:00
422.365,422.495,422.305,422.345,2021-06-17 15:55:00
422.345,422.375,422.175,422.195,2021-06-17 15:56:00
422.195,422.205,422.115,422.125,2021-06-17 15:57:00
422.125,422.245,422.115,422.185,2021-06-17 15:58:00
422.185,422.245,421.825,421.985,2021-06-17 15:59:00
417.075,417.42,416.59,416.755,2021-06-18 09:30:00
416.755,417.115,416.54,417.0,2021-06-18 09:31:00
417.0,417.315,416.835,417.31,2021-06-18 09:32:00
417.31,417.715,417.125,417.69,2021-06-18 09:33:00
417.69,417.69,417.115,417.115,2021-06-18 09:34:00
417.115,417.265,416.78,417.045,2021-06-18 09:35:00
417.045,417.095,416.695,416.895,2021-06-18 09:36:00
416.895,417.165,416.845,416.995,2021-06-18 09:37:00
416.995,417.505,416.96,417.405,2021-06-18 09:38:00
417.405,417.425,417.13,417.165,2021-06-18 09:39:00
417.165,417.185,416.805,416.985,2021-06-18 09:40:00
416.985,417.545,416.975,417.465,2021-06-18 09:41:00
417.465,417.735,417.425,417.685,2021-06-18 09:42:00
417.685,417.755,417.455,417.565,2021-06-18 09:43:00
417.565,417.785,417.48,417.67,2021-06-18 09:44:00
417.67,417.755,417.395,417.645,2021-06-18 09:45:00
417.645,417.825,417.305,417.365,2021-06-18 09:46:00
417.365,417.535,417.3,417.355,2021-06-18 09:47:00
417.355,417.625,417.305,417.445,2021-06-18 09:48:00
417.445,417.595,417.385,417.425,2021-06-18 09:49:00
417.425,417.445,416.865,416.875,2021-06-18 09:50:00
416.875,416.935,416.405,416.485,2021-06-18 09:51:00
416.485,416.775,416.435,416.46,2021-06-18 09:52:00
416.46,416.565,416.285,416.39,2021-06-18 09:53:00
416.39,416.635,416.345,416.405,2021-06-18 09:54:00
416.405,416.72,416.325,416.7,2021-06-18 09:55:00
416.7,416.825,416.575,416.81,2021-06-18 09:56:00
416.81,417.205,416.78,417.155,2021-06-18 09:57:00
417.155,417.445,417.125,417.375,2021-06-18 09:58:00
417.375,417.405,417.115,417.215,2021-06-18 09:59:00
417.215,417.455,417.155,417.275,2021-06-18 10:00:00
417.275,417.315,416.845,416.87,2021-06-18 10:01:00
416.87,417.085,416.715,416.785,2021-06-18 10:02:00
416.785,416.945,416.515,416.525,2021-06-18 10:03:00
416.525,416.615,416.165,416.19,2021-06-18 10:04:00
416.19,416.605,416.185,416.535,2021-06-18 10:05:00
416.535,417.065,416.465,416.935,2021-06-18 10:06:00
416.935,417.03,416.75,416.905,2021-06-18 10:07:00
416.905,417.025,416.845,416.96,2021-06-18 10:08:00
416.96,417.245,416.86,417.185,2021-06-18 10:09:00
417.185,417.255,416.765,416.765,2021-06-18 10:10:00
416.765,416.875,416.625,416.875,2021-06-18 10:11:00
416.875,417.245,416.805,417.175,2021-06-18 10:12:00
417.175,417.175,417.025,417.05,2021-06-18 10:13:00
417.05,417.195,417.005,417.055,2021-06-18 10:14:00
417.055,417.055,416.745,416.885,2021-06-18 10:15:00
416.885,417.055,416.705,416.705,2021-06-18 10:16:00
416.705,416.875,416.665,416.815,2021-06-18 10:17:00
416.815,416.895,416.595,416.595,2021-06-18 10:18:00
416.595,416.595,416.345,416.365,2021-06-18 10:19:00
416.365,416.485,416.105,416.165,2021-06-18 10:20:00
416.165,416.83,416.115,416.815,2021-06-18 10:21:00
416.815,416.945,416.69,416.755,2021-06-18 10:22:00
416.755,416.785,416.655,416.685,2021-06-18 10:23:00
416.685,416.855,416.575,416.595,2021-06-18 10:24:00
416.595,416.705,416.395,416.5,2021-06-18 10:25:00
416.5,416.745,416.425,416.735,2021-06-18 10:26:00
416.735,416.885,416.425,416.46,2021-06-18 10:27:00
416.46,416.525,416.34,416.465,2021-06-18 10:28:00
416.465,416.765,416.465,416.665,2021-06-18 10:29:00
416.665,416.665,415.925,415.995,2021-06-18 10:30:00
415.995,416.275,415.845,416.235,2021-06-18 10:31:00
416.235,416.535,416.225,416.38,2021-06-18 10:32:00
416.38,416.705,416.295,416.695,2021-06-18 10:33:00
416.695,416.765,416.615,416.7,2021-06-18 10:34:00
416.7,416.865,416.655,416.835,2021-06-18 10:35:00
416.835,417.215,416.715,417.095,2021-06-18 10:36:00
417.095,417.205,416.965,417.0,2021-06-18 10:37:00
417.0,417.135,416.925,417.135,2021-06-18 10:38:00
417.135,417.205,417.025,417.175,2021-06-18 10:39:00
417.175,417.175,416.805,416.95,2021-06-18 10:40:00
416.95,416.955,416.585,416.645,2021-06-18 10:41:00
416.645,416.965,416.635,416.825,2021-06-18 10:42:00
416.825,416.905,416.715,416.785,2021-06-18 10:43:00
416.785,416.835,416.595,416.745,2021-06-18 10:44:00
416.745,416.76,416.535,416.72,2021-06-18 10:45:00
416.72,416.745,416.425,416.455,2021-06-18 10:46:00
416.455,416.465,416.285,416.405,2021-06-18 10:47:00
416.405,416.575,416.345,416.345,2021-06-18 10:48:00
416.345,416.455,416.295,416.365,2021-06-18 10:49:00
416.365,416.465,416.305,416.395,2021-06-18 10:50:00
416.395,416.415,416.195,416.225,2021-06-18 10:51:00
416.225,416.315,416.125,416.26,2021-06-18 10:52:00
416.26,416.265,415.975,415.985,2021-06-18 10:53:00
415.985,416.105,415.915,415.955,2021-06-18 10:54:00
415.955,416.135,415.885,416.135,2021-06-18 10:55:00
416.135,416.405,416.125,416.375,2021-06-18 10:56:00
416.375,416.445,416.265,416.365,2021-06-18 10:57:00
416.365,416.365,416.175,416.255,2021-06-18 10:58:00
416.255,416.295,416.175,416.195,2021-06-18 10:59:00
416.195,416.255,415.965,416.125,2021-06-18 11:00:00
416.125,416.495,416.125,416.495,2021-06-18 11:01:00
416.495,416.545,416.325,416.495,2021-06-18 11:02:00
416.495,416.495,416.095,416.18,2021-06-18 11:03:00
416.18,416.245,416.045,416.07,2021-06-18 11:04:00
416.07,416.215,416.025,416.035,2021-06-18 11:05:00
416.035,416.165,415.995,416.065,2021-06-18 11:06:00
416.065,416.175,415.995,416.125,2021-06-18 11:07:00
416.125,416.235,416.055,416.215,2021-06-18 11:08:00
416.215,416.265,415.965,416.115,2021-06-18 11:09:00
416.115,416.225,415.97,416.185,2021-06-18 11:10:00
416.185,416.275,416.115,416.155,2021-06-18 11:11:00
416.155,416.175,416.015,416.06,2021-06-18 11:12:00
416.06,416.065,415.725,415.85,2021-06-18 11:13:00
415.85,415.895,415.735,415.76,2021-06-18 11:14:00
415.76,415.935,415.705,415.91,2021-06-18 11:15:00
415.91,416.115,415.845,416.095,2021-06-18 11:16:00
416.095,416.155,416.015,416.025,2021-06-18 11:17:00
416.025,416.295,416.0,416.295,2021-06-18 11:18:00
416.295,416.325,416.105,416.11,2021-06-18 11:19:00
416.11,416.235,416.015,416.105,2021-06-18 11:20:00
416.105,416.175,416.015,416.105,2021-06-18 11:21:00
416.105,416.265,416.055,416.125,2021-06-18 11:22:00
416.125,416.235,416.06,416.155,2021-06-18 11:23:00
416.155,416.195,416.025,416.07,2021-06-18 11:24:00
416.07,416.07,415.915,415.935,2021-06-18 11:25:00
415.935,415.985,415.755,415.845,2021-06-18 11:26:00
415.845,415.88,415.735,415.805,2021-06-18 11:27:00
415.805,415.815,415.63,415.665,2021-06-18 11:28:00
415.665,415.735,415.605,415.655,2021-06-18 11:29:00
415.655,415.725,415.585,415.625,2021-06-18 11:30:00
415.625,416.095,415.615,416.085,2021-06-18 11:31:00
416.085,416.435,416.055,416.305,2021-06-18 11:32:00
416.305,416.445,416.295,416.425,2021-06-18 11:33:00
416.425,416.485,416.395,416.445,2021-06-18 11:34:00
416.445,416.455,416.355,416.405,2021-06-18 11:35:00
416.405,416.645,416.355,416.625,2021-06-18 11:36:00
416.625,416.705,416.595,416.665,2021-06-18 11:37:00
416.665,416.865,416.645,416.845,2021-06-18 11:38:00
416.845,416.895,416.695,416.735,2021-06-18 11:39:00
416.735,416.775,416.595,416.605,2021-06-18 11:40:00
416.605,416.645,416.395,416.395,2021-06-18 11:41:00
416.395,416.605,416.395,416.575,2021-06-18 11:42:00
416.575,416.645,416.495,416.5,2021-06-18 11:43:00
416.5,416.605,416.47,416.545,2021-06-18 11:44:00
416.545,416.715,416.47,416.655,2021-06-18 11:45:00
416.655,416.665,416.525,416.56,2021-06-18 11:46:00
416.56,416.675,416.555,416.655,2021-06-18 11:47:00
416.655,416.735,416.635,416.645,2021-06-18 11:48:00
416.645,416.695,416.595,416.695,2021-06-18 11:49:00
416.695,416.77,416.655,416.68,2021-06-18 11:50:00
416.68,416.735,416.565,416.675,2021-06-18 11:51:00
416.675,416.765,416.645,416.745,2021-06-18 11:52:00
416.745,416.805,416.675,416.705,2021-06-18 11:53:00
416.705,416.765,416.605,416.62,2021-06-18 11:54:00
416.62,416.665,416.515,416.585,2021-06-18 11:55:00
416.585,416.675,416.525,416.645,2021-06-18 11:56:00
416.645,416.705,416.61,416.655,2021-06-18 11:57:00
416.655,416.675,416.595,416.645,2021-06-18 11:58:00
416.645,416.775,416.595,416.765,2021-06-18 11:59:00
416.765,416.775,416.615,416.615,2021-06-18 12:00:00
416.615,416.685,416.445,416.455,2021-06-18 12:01:00
416.455,416.625,416.405,416.595,2021-06-18 12:02:00
416.595,416.635,416.535,416.585,2021-06-18 12:03:00
416.585,416.715,416.565,416.715,2021-06-18 12:04:00
416.715,416.795,416.685,416.775,2021-06-18 12:05:00
416.775,416.995,416.755,416.925,2021-06-18 12:06:00
416.925,417.085,416.885,417.075,2021-06-18 12:07:00
417.075,417.165,417.005,417.165,2021-06-18 12:08:00
417.165,417.235,417.135,417.205,2021-06-18 12:09:00
417.205,417.215,417.105,417.195,2021-06-18 12:10:00
417.195,417.195,416.955,417.005,2021-06-18 12:11:00
417.005,417.075,416.935,417.06,2021-06-18 12:12:00
417.06,417.155,417.045,417.135,2021-06-18 12:13:00
417.135,417.145,417.045,417.045,2021-06-18 12:14:00
417.045,417.085,417.015,417.045,2021-06-18 12:15:00
417.045,417.085,416.945,416.975,2021-06-18 12:16:00
416.975,417.025,416.945,417.005,2021-06-18 12:17:00
417.005,417.035,416.925,416.95,2021-06-18 12:18:00
416.95,417.065,416.945,417.06,2021-06-18 12:19:00
417.06,417.07,416.995,417.015,2021-06-18 12:20:00
417.015,417.035,416.955,417.005,2021-06-18 12:21:00
417.005,417.015,416.925,416.975,2021-06-18 12:22:00
416.975,417.115,416.975,417.075,2021-06-18 12:23:00
417.075,417.095,417.005,417.035,2021-06-18 12:24:00
417.035,417.055,417.005,417.02,2021-06-18 12:25:00
417.02,417.095,416.985,417.075,2021-06-18 12:26:00
417.075,417.165,417.045,417.165,2021-06-18 12:27:00
417.165,417.185,417.085,417.175,2021-06-18 12:28:00
417.175,417.265,417.175,417.255,2021-06-18 12:29:00
417.255,417.265,417.145,417.195,2021-06-18 12:30:00
417.195,417.255,417.115,417.125,2021-06-18 12:31:00
417.125,417.185,417.095,417.175,2021-06-18 12:32:00
417.175,417.205,417.125,417.145,2021-06-18 12:33:00
417.145,417.175,417.085,417.115,2021-06-18 12:34:00
417.115,417.125,417.035,417.045,2021-06-18 12:35:00
417.045,417.105,417.015,417.105,2021-06-18 12:36:00
417.105,417.125,416.905,416.915,2021-06-18 12:37:00
416.915,417.015,416.905,416.965,2021-06-18 12:38:00
416.965,416.965,416.805,416.805,2021-06-18 12:39:00
416.805,416.845,416.745,416.745,2021-06-18 12:40:00
416.745,416.825,416.705,416.715,2021-06-18 12:41:00
416.715,416.765,416.705,416.735,2021-06-18 12:42:00
416.735,416.835,416.695,416.765,2021-06-18 12:43:00
416.765,416.805,416.605,416.615,2021-06-18 12:44:00
416.615,416.635,416.435,416.45,2021-06-18 12:45:00
416.45,416.455,416.335,416.385,2021-06-18 12:46:00
416.385,416.435,416.365,416.41,2021-06-18 12:47:00
416.41,416.425,416.305,416.405,2021-06-18 12:48:00
416.405,416.585,416.405,416.555,2021-06-18 12:49:00
416.555,416.625,416.515,416.615,2021-06-18 12:50:00
416.615,416.615,416.535,416.575,2021-06-18 12:51:00
416.575,416.775,416.525,416.765,2021-06-18 12:52:00
416.765,416.815,416.695,416.725,2021-06-18 12:53:00
416.725,416.785,416.695,416.695,2021-06-18 12:54:00
416.695,416.695,416.585,416.67,2021-06-18 12:55:00
416.67,416.735,416.645,416.645,2021-06-18 12:56:00
416.645,416.675,416.575,416.65,2021-06-18 12:57:00
416.65,416.665,416.595,416.645,2021-06-18 12:58:00
416.645,416.74,416.605,416.715,2021-06-18 12:59:00
416.715,416.735,416.545,416.575,2021-06-18 13:00:00
416.575,416.735,416.515,416.695,2021-06-18 13:01:00
416.695,416.715,416.605,416.675,2021-06-18 13:02:00
416.675,416.79,416.625,416.625,2021-06-18 13:03:00
416.625,416.745,416.605,416.725,2021-06-18 13:04:00
416.725,416.775,416.655,416.74,2021-06-18 13:05:00
416.74,416.765,416.665,416.765,2021-06-18 13:06:00
416.765,416.865,416.72,416.86,2021-06-18 13:07:00
416.86,417.035,416.82,416.995,2021-06-18 13:08:00
416.995,416.995,416.905,416.925,2021-06-18 13:09:00
416.925,416.995,416.895,416.985,2021-06-18 13:10:00
416.985,417.165,416.985,417.155,2021-06-18 13:11:00
417.155,417.215,417.115,417.195,2021-06-18 13:12:00
417.195,417.235,417.155,417.175,2021-06-18 13:13:00
417.175,417.225,417.165,417.175,2021-06-18 13:14:00
417.175,417.225,417.105,417.195,2021-06-18 13:15:00
417.195,417.225,417.115,417.115,2021-06-18 13:16:00
417.115,417.175,417.085,417.105,2021-06-18 13:17:00
417.105,417.165,417.085,417.145,2021-06-18 13:18:00
417.145,417.165,417.075,417.135,2021-06-18 13:19:00
417.135,417.135,417.035,417.075,2021-06-18 13:20:00
417.075,417.095,417.015,417.025,2021-06-18 13:21:00
417.025,417.025,416.725,416.84,2021-06-18 13:22:00
416.84,416.845,416.725,416.755,2021-06-18 13:23:00
416.755,416.755,416.675,416.755,2021-06-18 13:24:00
416.755,416.775,416.555,416.615,2021-06-18 13:25:00
416.615,416.655,416.535,416.605,2021-06-18 13:26:00
416.605,416.675,416.545,416.615,2021-06-18 13:27:00
416.615,416.615,416.465,416.545,2021-06-18 13:28:00
416.545,416.585,416.485,416.485,2021-06-18 13:29:00
416.485,416.675,416.485,416.675,2021-06-18 13:30:00
416.675,416.765,416.605,416.665,2021-06-18 13:31:00
416.665,416.725,416.585,416.72,2021-06-18 13:32:00
416.72,416.805,416.695,416.695,2021-06-18 13:33:00
416.695,416.805,416.695,416.795,2021-06-18 13:34:00
416.795,416.955,416.795,416.915,2021-06-18 13:35:00
416.915,416.925,416.795,416.815,2021-06-18 13:36:00
416.815,416.815,416.695,416.735,2021-06-18 13:37:00
416.735,416.835,416.72,416.825,2021-06-18 13:38:00
416.825,416.885,416.725,416.765,2021-06-18 13:39:00
416.765,416.865,416.765,416.845,2021-06-18 13:40:00
416.845,416.925,416.795,416.81,2021-06-18 13:41:00
416.81,416.875,416.765,416.855,2021-06-18 13:42:00
416.855,416.865,416.73,416.755,2021-06-18 13:43:00
416.755,416.755,416.655,416.655,2021-06-18 13:44:00
